BestModel,SelectionMetric,SelectionMetricValue_from_benchmark,DatasetScope,Target,TargetTransform,BusinessOutput,RowsAfterCleaning,TrainValidRows,TestRows,EncodedFeatures,FinalFitSec,TrainValid_price_per_m2_R2,TrainValid_price_per_m2_RMSE,TrainValid_price_per_m2_MAE,TrainValid_price_per_m2_MAPE_%,TrainValid_price_per_m2_MdAPE_%,TrainValid_total_price_R2,TrainValid_total_price_RMSE,TrainValid_total_price_MAE,TrainValid_total_price_MAPE_%,TrainValid_total_price_MdAPE_%,TrainValid_MAPE_%,TrainValid_MdAPE_%,Test_price_per_m2_R2,Test_price_per_m2_RMSE,Test_price_per_m2_MAE,Test_price_per_m2_MAPE_%,Test_price_per_m2_MdAPE_%,Test_total_price_R2,Test_total_price_RMSE,Test_total_price_MAE,Test_total_price_MAPE_%,Test_total_price_MdAPE_%,Test_MAPE_%,Test_MdAPE_%,Pass_85pct_Test_R2_price_per_m2,Pass_85pct_Test_R2_total_price
XGBoost,Valid_price_per_m2_RMSE,57291179.32426495,global_full_tinix_after_cleaning,price_per_m2,log1p(price_per_m2),Price_ML = pred_price_per_m2 * area,2002581,1602064,400517,28,129.83,0.7723904117311824,56274517.7230855,31087420.62981702,27.888216322577314,16.450171508959713,0.7529018210953828,14847995811.060875,3870691729.3296804,27.888216322577314,16.45017150895972,27.888216322577314,16.450171508959713,0.7656557977001215,57129996.85602821,31564103.74357028,28.995644816181343,16.698820893377853,0.634439873387936,18393971518.908768,3976688696.2266316,28.995644816181343,16.698820893377846,28.995644816181343,16.698820893377853,False,False
