BestModel,DatasetScope,RowsAfterCleaning,TrainValidRows,TestRows,EncodedFeatures,FinalFitSec,TrainValid_R2,TrainValid_RMSE,TrainValid_MAE,TrainValid_MAPE_%,TrainValid_MdAPE_%,Test_R2,Test_RMSE,Test_MAE,Test_MAPE_%,Test_MdAPE_%,Pass_85pct_Test_R2
RandomForest,global_full_tinix_after_cleaning,2002581,1602064,400517,28,186.99,0.7298197871319305,61311688.2642826,34141914.453356594,31.396170458270877,18.52018088356534,0.7258423793718338,61792711.75848216,34414845.26631285,31.66115360118847,18.688746019015944,False
